,PROMPT,IMAGE_URL
0,"portrait of an elder woman in sunglasses holding a photo of a woman, in the style of captured spontaneity feeling, vignetting, polaroidcore, i can't believe how beautiful this is, expressive characters, creative commons attribution, stock photo --ar 51:91",https://cdn.midjourney.com/8f133f6f-1072-41fe-975f-0c0732e142f3/0_2.png
0,"a model is standing in front of white cubes, in the style of elegantly formal, dark white and dark black, carolina herrera, split toning, medieval-inspired, mars ravelo, graceful lines --v 5 --s 500 --chaos 10 --ar 1:2",https://cdn.midjourney.com/bc9c3149-53c0-4275-b488-fa285d5a1abf/0_0.png
0,"Captivating watercolor painting, watercolor texture, a girl wearing sunglasses and a t-shirt, in the style of anime art, burnt orange and olive green colors, xiaofei yue, chromepunk, ferrania p30, social media portraiture, victor nizovtsev, beige background, Anna Dittmann --v 5 --s 500 --chaos 10 --ar 9:16",https://cdn.midjourney.com/182b4378-ab81-4db9-a17e-c9b75f3712f9/0_0.png
0,"Design a digital artwork showing two birds flying freely in the sky, symbolizing the true nature of love and freedom. The sky's vibrant colors emphasize the beauty of their harmonious dance. --aspect 9:16  --q 2 --v 5",https://cdn.midjourney.com/a56fd447-4c47-46f5-802e-7fdb9d2f6fb0/0_1.png
0,"heavy textured impasto painting, random Geometric shapes and lines ::5 Abstract Acrylic Painting::4 expressive brushstrokes, vibrant colors, abstract form, movement, non-representational, modern, contemporary, high-quality canvas, emotionally derived colors, limited edition, acrylic paint, palette knife, textured, award-winning, glibatree style::3 deformed, surreal::-2 --ar 2:3  --q 2 --s 250  --upbeta --v 5",https://cdn.midjourney.com/5a11cfad-b3c2-42c9-80c5-46d3803d5df3/0_2.png
0,"Incredible modern architecture, night time, stars in sky, starry sky, dark, lights, warm lights and lanterns, fires, torches, anti - gravity, granite, glass, wood, cliff face villa, stunning view, geometric, detailed, ultra - realistic, beautiful lighting, stunning environment, post - processing, 8k octane, de - noise, water --ar 9:16  --v 5 --s 250",https://cdn.midjourney.com/1c96146d-e44b-4a68-92a6-942af89ef1ff/0_2.png
0,"Avatar, realistic photography, dynamic background, intricate details, rich colors, realistic style, --ar 9:16  --uplight  --v 5 --s 750 --q 2",https://cdn.midjourney.com/9de562eb-a968-49cd-8247-2b33598586a6/0_1.png
0,"superimposed puzzle piece surrealism, black person wearing streetwear while traveling to a portal to another world, renaissance, award winning cover art 🧑🏾‍🚀💫👁️🏝️🌴👩🏾‍🦱🧑🏿‍🦱🪐🚀🌊 pixel art --ar 9:16 --chaos 15 --s 550  --q 2 --v 5",https://cdn.midjourney.com/73e4c17b-297b-4922-a355-a4730daadfd6/0_1.png
0,"a big tree in the forest full of flowers and animals around it, the tree is in the middle, it is a magic forest with colorful flowers and glitters, powerful energy, happy atmosphere, sunshine, psychedelic colors --v 4 --q 2 --ar 2:3",https://cdn.midjourney.com/f93b94e3-c8be-4b1a-b411-050c23d93ed6/0_1.png
0,"Long Shot Full body portrait of a Carnivore poisonus plant humanoid creature, dark magic forest environment, Medieval fantasy, fantastic literature, by anders zorn and richard schmid and doug chiang, cinematic lighting, backlit, soft bright front diffusd light, catch light --ar 9:16 --v 5",https://cdn.midjourney.com/079c24bd-331a-417b-8a1a-ce3fcbe38392/0_0.png
0,"miniature, Super cute clay world, isometric view of Lingshan Grand Buddha, Wuxi, China, cute clay freeze frame animation, Buddhist temple,tilting and shifting, excellent lighting, volume, landscape, brush rendering, 3D, super detail --ar 3:4  --v 5",https://cdn.midjourney.com/c46bf4ba-bc9c-48a3-a954-161658534125/0_1.png
0,"a model stands in a black long gown with a white feather in her face, in the style of eiko ojala, ellsworth kelly, balanced asymmetry, ivory, raphaelle peale, monochromatic palette, asymmetric balance - --v 5 --s 500 --chaos 10 --ar 1:2",https://cdn.midjourney.com/a9359bd1-9ce2-4fb1-a3bf-9dc93a2ab50b/0_1.png
0,"glittering idyllic epic amazing magical ancient trippy ShangriLa paradise landscape cityscape photography, Donato Giancola, Edmund Tarbell, David Lachapelle, Ryan McGinley, Bruce Munro, vibrant --ar 9:16 --chaos 70 --s 1000  --q 2 --s 750 --v 5",https://cdn.midjourney.com/127229a8-565f-47fe-aa6e-fb4f9eea49a0/0_0.png
0,"Minimalism masterpiece, Trace in the infinity + fine gritty texture + complementary split scheme + abstract + stark brushstrokes + art by Mission School + N64 bootleg --ar 9:16 --s 750 --c 3 --q 2  --v 5",https://cdn.midjourney.com/e0b8cb19-07a5-468b-a97c-b724ea794140/0_2.png
0,"Star wars Empire glorious dystopian propaganda art ::  Beautiful film noir adventure pop surrealism modern art inspired by Greg Simkins + Gerald Brom + Salvador Dali + Agent X + Roy Lichtenstein:: mid century modern Googie style art ::  retro futuristic 1950s space age, sci-fi beautiful pop surrealism noir art, noir pop art deco, vivid and vibrant --ar 1:2 --v 5 --q 2 --s 750 --chaos 30 --v 5 --q 2 --s 750 --q 2 --v 5 --q 2 --q 2 --v 5  --q 2 --v 5  --q 2 --s 750 --v 5  --q 2 --s 750 --v 5",https://cdn.midjourney.com/609cb463-0ce0-4ba5-8bc8-0a176337eb06/0_2.png
0,"A luministic painting showing pirate ship ::1.2, colorful ::1.3, vibrant, highly detailed :: 1.4,in the style of surreal 3d landscapes, pretty, high - contrast shading, fairy tale Manga watercolor\u0026 oil painting by Joseph Christian Leyendecker\u0026 Shepard Fairey\u0026 James Jean\u0026 Anders Zorn\u0026 Jeremy Mann\u0026 Alphonse Mucha, large waves crashing ::1.2, tumultuous waves ::1.1, dynamic imagery, japanpunk, intricate details, dynamic, dramatic lighting, backlit, raking light, vibrant color Beautiful art in the style of Gustaf Tenggren\u0026 Erin Hanson\u0026 Donato Giancola\u0026 Nicolas de Stael, chinese dragon in the sky, cumulus clouds, a large windblown coastal cypress tree in the foreground, dynamic clouds, otherworldly, epic sci - fi fantasy, cinematic vibrant raking light, long shadows --ar 4:5 --s 1000 --v 5  --q 2",https://cdn.midjourney.com/e14c9ca3-b06f-4346-a3ed-ff77bbb0747d/0_2.png
0,"cross-section of massive cruise ship, detailed intricate drawing of people going about their day on the ship --ar 9:16 --v 5 --q 2",https://cdn.midjourney.com/f90e1a2c-2977-4933-8f4e-27471abbeaae/0_2.png
0,"\u003chttps://s.mj.run/PGVhLK4uOOA\u003e beautiful detailed girl, extremely detailed eyes and face, beautiful detailed eyes,detailed light, cinematic lighting, lens flare, light leaks, sunlight , shine , beautiful detailed glow,absurdres, incredibly absurdres, huge filesize , ultra-detailed, highres, extremely detailed,best quality ,masterpiece, illustration, an extremely delicate and beautiful, extremely detailed ,CG ,unity ,8k wallpaper, Amazing, finely detail, masterpiece,best quality,official art,extremely detailed CG unity 8k wallpaper,Outdoor,(Full of light), (tifa lockhart:1.5),(1gril,solo, taut shirt,elbow gloves,black tight), (Thick hair:1.2), (long hair)  --q 2 --v 5 --s 250",https://cdn.midjourney.com/76e9c3ee-b08d-429c-bbd2-c93bf279b1c4/0_1.png
0,"a painting of a blonde woman walking down stairs in a dress, in the style of fragmented architecture, light white and dark silver, romantic ruins, , flowing fabrics, modular, oil paintings --v 5 --s 500 --ar 51:91 --chaos 10 --ar 9:16  --v 5",https://cdn.midjourney.com/d253003f-8505-458e-82d2-832641736aa7/0_2.png
0,"watercolour painting of geometic forms in black and green, minimalist style --ar 2:3  --v 5",https://cdn.midjourney.com/0ad7bffa-933a-4ecc-968c-890987015c2e/0_1.png
0,"That boy is a monster, by Paul Bonner and Kōsuke Fujishima, Fantasy painting, bold color scheme, gorgeous details Forestcore --ar 4:5 --c 5 --s 600  --v 5",https://cdn.midjourney.com/a688fb73-7fdc-4dc6-92e4-a9efcfdcda9a/0_0.png
0,"a detailed miniature model diorama of an abandoned circus caravan by Andy acres, miniature faking photography, made of rotten wood --chaos 10  --q 2 --v 5 --s 250",https://cdn.midjourney.com/7c80d358-00b6-40d6-9917-25a77b2f52ed/0_0.png
0,"angel of salvation, in the style of concept art, dark white and dark gold, loish, bold shadows, pigeoncore, sliman mansour, uhd image --v 5 --s 500 --ar 1:2 --chaos 10 --ar 9:16",https://cdn.midjourney.com/b14405b3-1e33-4eb5-8978-561dd8827202/0_0.png
0,"neko tsutsui the beast of the forest wallpaper, in the style of textured, organic landscapes, patrick brown, craig davison, gigantic scale, arthur wardle, children's book illustrations, nature-inspired imagery --ar 4:5 --v 5 --c 5 --s 1000",https://cdn.midjourney.com/75d7286c-f971-4c34-acca-477cf8202dc8/0_0.png
0,"an oil painting with beautiful blue dress standing on steps, in the style of ethereal watercolors, light orange and light blue, villagecore, asymmetry, samikshavad, sunrays shine upon it, flickr --v 5 --s 500 --ar 51:91 --chaos 11 --ar 9:16",https://cdn.midjourney.com/ec1b20a5-1a18-4363-b425-d9e403d0c160/0_1.png
0,"A living room with a Piet Mondrian-inspired armchair as the centerpiece. The armchair is geometric and colorful, with bold red, blue, and yellow blocks on a white background. The room is minimalist and modern, with clean lines and neutral tones. The light is bright and natural, coming in from a large window on the wall. The overall mood is energetic and playful. blender, 8k, ultra realistic, real materials",https://cdn.midjourney.com/36ef7591-af2f-4162-a19d-d8c16c70be19/0_0.png
0,"**a german shepherd dog in a cartoon style,  8K  --v 5",https://cdn.midjourney.com/612cefec-f43b-450e-bb31-e57434aeda30/0_1.png
0,"the model is standing on a box and wearing a long robe, in the style of anja millen, elegant outlines, dark white and dark black, barnett newman, delicate precision, mars ravelo, high-keyed palette --v 5 --s 500 --chaos 10 --ar 1:2",https://cdn.midjourney.com/9f86a2f6-0a55-4ada-847c-877fe0f4ecff/0_1.png
0,"Minimalism masterpiece, Trace in the waves to infinity + fine gritty texture + complementary split scheme + abstract + stark brushstrokes + art by Mission School + wave runner N64 bootleg --ar 8:19 --s 1000 --c 3 --q 4 --v 5",https://cdn.midjourney.com/57c9a8e2-2ad7-49f0-8337-6e1826cfdb73/0_1.png
0,"a bird's eye view of a winding asphault road through pine tree covered mountains, long exposure, car light streaks, mist and fog, atmoshperic --ar 9:20  --v 5",https://cdn.midjourney.com/cc83d173-4c40-492a-a06a-8a695c6f6a28/0_1.png
0,"an elegant red dress covered with red and gold ornamentation, in the style of photorealistic portraits, exquisite details, unreal engine 5, gongbi, historical scenes, shot on 70mm, dreamy and romantic --v 5 --s 500 --ar 1:2 --chaos 10 --ar 9:16",https://cdn.midjourney.com/a77b60b8-1375-4cd7-986e-14e5564f9cde/0_1.png
0,"a car smokes on a road with red smoke coming out, in the style of daniel clowes, dark aquamarine and brown, dissected books, eugène giraud, voluminous mass, bryan hitch, blown-off-roof perspective --ar 14:25 --stylize 500  --v 5",https://cdn.midjourney.com/95aeac06-0a24-4c4e-8fa5-200314448125/0_2.png
0,"\u003chttps://s.mj.run/fLWGrpDkaow\u003e close up of face, realistic style photograph, is depicted in vivid detail, the woman have a very beautiful makeup, the image is shot in ultra high resolution using a capturing every intricate detail Jack Vettriano style by Clifford Coffin Vermeer light, pistachio cream apricot colors palette, photo, 8k --ar 2:3  --q 2 --s 750 --v 5",https://cdn.midjourney.com/9d1c4065-623a-4540-ba19-09084990a25d/0_3.png
0,"cybernetic supergirl  cyborg with glowing parts , impressive, surreal, cinematic lighting, cinematic photoshot, extremely detailed and complex, VFX volume fog around, nighttime, super max, surreal, super detailed, high contrast, Rtx on, Hdr, photography, realistic, dof on, fov on, motion blur, lens flares on, 50mm Prime f/1.8, White balance, Super resolution, Megapixel, ProPhoto RGB, VR, high, epic, Rear half lighting, Lights background, natural lighting, incandescent light, fiber optic, mood lighting, cinema lighting, studio lighting, soft illumination, volumetric, contrast, dark lighting, accent lighting, projection global illumination, Screen space global illumination, Ray tracing global illumination, Red fringing light, 45% cold color grading, Optics, Scattering, Glow, Shadows, hyperrealism, Caustic water, refraction water, exquisite detail, intric ately-detailed, ultra-detailed photography, high-sharpness, high reflection, award-winning photograph --ar 10:16 --c 10 --s 1000  --v 5",https://cdn.midjourney.com/1a1dcd24-5fb3-4deb-9c55-7db0c6ef97a7/0_2.png
0,"some flowers that are lined up on the side of a road, in the style of brutalist, duckcore, spot metering, concrete, orange, prairiecore, recycled --ar 101:135 --q 2 --s 250 --v 5",https://cdn.midjourney.com/1148597e-1628-47a0-a9ae-1e0f9918c006/0_2.png
0,"a silhouette of a woman wearing a black hat and laying on her back on a orange screen, in the style of crisp neo-pop illustrations, feminist iconography, sleek lines, babycore, editorial illustrations, retro glamour, expressive figuratism --v 5 --s 500 --ar 9:16 --chaos 10 --ar 9:16",https://cdn.midjourney.com/2ee817c4-59cb-465f-94a7-fcc1081a071c/0_0.png
0,"abstract suprematism op art:: trippy psychedelic colorful surrealism, 2001 A Space Oddyssey astronaut and Hal 2000,  , by Michael Cheval, Erin Hanson, Salvador Dali , JC Leyendecker, Wojciech Siudmak, Donato Giancola, Charles Vess, Frank Frazetta, rich colors --ar 1:2 --v 5 --q 2 --s 1000 --chaos 78  --q 2 --q 2  --q 2 --v 5  --q 2 --v 5  --q 2 --s 750 --v 5",https://cdn.midjourney.com/44b8e6a1-e542-487c-8afe-ee5efd715639/0_0.png
0,"simple planet pattern, --tile  --v 5",https://cdn.midjourney.com/10cc81c4-12e0-45fc-a2c3-a66a8bfcc46b/0_1.png
0,"a beautiful painting of a woman in blue walking down stairs, in the style of thomas w schaller, luis ricardo falero, serge marshennikov, indian scenes, light orange and light azure, bengal school of art, slumped/draped --v 5 --s 500 --ar 51:91 --chaos 11 --ar 9:16",https://cdn.midjourney.com/2ff736be-946a-40e7-9876-70c86b5cb6e1/0_3.png
0,"\u003chttps://s.mj.run/2_XRa5j92cA\u003e sunrise layered collage art, Crepuscular and Anticrepuscular Rays, quilted sunrays peaking in out and through clouds, greys \u0026 violets, landscape, mixed medium, arts and crafts, double-edged ink lines, metallic inks, metallic paint pens, gold \u0026 silver fillagree, quilted, opalescent, minimalist, enlightened, 24k gold leaf, paper collage --ar 9:16  --v 5",https://cdn.midjourney.com/d6362794-3b62-4930-9450-5f10d7cb26a4/0_2.png
0,"thorn cat the cat with sword, in the style of andreas levers, white and purple, craig mullins, bold brushwork, full body, joseph ducreux, charming characters --v 5 --s 500 --ar 1:2 --chaos 10 --ar 9:16",https://cdn.midjourney.com/d7ea963c-6c93-4ce4-8f53-dcb3197c04b9/0_2.png
0,"Stunning watercolor painting, watercolor texture, rough paper, a girl wearing sunglasses and a t shirt, in the style of anime art, light red and turquoise, xiaofei yue, chromepunk, ferrania p30, social media portraiture, victor nizovtsev, red background, Anna Dittmann, Fabio Cembranelli --v 5 --s 500 --chaos 10 --ar 9:16",https://cdn.midjourney.com/0b7e585e-3dd8-45a4-89bc-81793d64f367/0_2.png
0,"a girl swiming underwater, smile, colorful colors, surrounded by colorful sea creatures and plants, in the style Kawacy, in a realistic hyper detailed render style, glow, yellow, blue, zbrush, hyper realistic oil, head close-up,exaggerated perspective, Tyndall effect, water drops, mother-of-pearl iridescence, Holographic white, green background, realistic --q 2 --v 5",https://cdn.midjourney.com/16124707-2e11-4168-b798-c982b69b76af/0_1.png
0,"cheesecake, White kitchen. Bright and airy. Food photography, product photography. --ar 2:3 --q 2 --s 750 --v 5  --q 2 --v 5",https://cdn.midjourney.com/896e4963-877a-4f6c-84e6-93cf5fc1d894/0_2.png
0,"this girl has purple hair and blue eyes, in the style of luminous brushwork, yellow and aquamarine, cute and colorful, gongbi, high detail, tinycore, appropriation artist,HD --stylize 1000 --ar 9:16 --q 2  --v 5",https://cdn.midjourney.com/c2d100dd-ef27-440b-bd7d-7afaf374a0dd/0_2.png
0,"Game background, forest, waterfall, children's illustrations, vivid colors --ar 7:16  --v 5",https://cdn.midjourney.com/031663ea-43dd-4733-967c-6f80387e2178/0_0.png
0,"A luministic painting showing japanese temple, colorful ::1.3, vibrant, in the style of surreal 3d landscapes, pretty, high - contrast shading, fairy tale Manga watercolor\u0026 oil painting by Joseph Christian Leyendecker\u0026 Shepard Fairey\u0026 James Jean\u0026 Anders Zorn\u0026 Jeremy Mann\u0026 Alphonse Mucha, large waves crashing, tumultuous waves, dynamic imagery, japanpunk, intricate details, dynamic, dramatic lighting, backlit, raking light, vibrant color Beautiful art in the style of Gustaf Tenggren\u0026 Erin Hanson\u0026 Donato Giancola\u0026 Nicolas de Stael, chinese dragon in the sky, cumulus clouds, a large windblown coastal cypress tree in the foreground, dynamic clouds, otherworldly, epic sci - fi fantasy, cinematic vibrant raking light, long shadows --ar 4:5 --s 1000 --v 5  --q 2",https://cdn.midjourney.com/79d8cbac-7644-4831-9219-18006bb4728e/0_0.png
0,"create a full body beautiful warlock girl with green hair red eyes wearing and black tight robes with runic designs on it that are lighting up in green, shes wearing huge wizard hat that has a face on it and is tattered up, shes also casting a spell that causes a plague, the background is in a spooky dim forest  --v 5",https://cdn.midjourney.com/95387f01-6bb9-4711-96c3-654c6e7f5840/0_3.png
0,"Pulp Manga close up portrait in the style of Laurie Greasley \u0026 Sergio Toppi \u0026 Moebius, A snarky futuristic western woman with mecha armor and cyber-goggles. --ar 2:3  --v 5",https://cdn.midjourney.com/17c4bc45-0dd1-49ee-a2fa-fd913f7c94e0/0_1.png
